iter	Logloss
560	0.3017345483
561	0.3016892583
562	0.30163869
563	0.3016049418
564	0.3015695596
565	0.3015418594
566	0.3015004853
567	0.3014715769
568	0.3014391395
569	0.3013976199
570	0.3013542661
571	0.3013051352
572	0.3012680149
573	0.3012442081
574	0.3012197187
575	0.3011940448
576	0.3011702735
577	0.3011195814
578	0.3010752959
579	0.301039848
580	0.3010037758
581	0.3009685234
582	0.3009272659
583	0.3009029791
584	0.3008648838
585	0.3008283485
586	0.3007871898
587	0.300731318
588	0.300699953
589	0.3006646085
590	0.300642369
591	0.3006121163
592	0.3005770056
593	0.3005396297
594	0.3004998711
595	0.3004792898
596	0.3004316355
597	0.300404937
598	0.3003775119
599	0.3003378904
600	0.300294972
601	0.3002620598
602	0.3002352887
603	0.3001887645
604	0.3001487043
605	0.3001364925
606	0.3001163411
607	0.3000908181
608	0.3000541456
609	0.3000300187
610	0.2999937907
611	0.2999623791
612	0.2999309292
613	0.2998948988
614	0.2998641618
615	0.299834036
616	0.2998006296
617	0.2997730691
618	0.2997409508
619	0.2997082322
620	0.2996735148
621	0.2996464178
622	0.2996146386
623	0.2995764764
624	0.2995546731
625	0.2995246922
626	0.2995069748
627	0.2994647406
628	0.2994416439
629	0.2994114308
630	0.2993711775
631	0.2993374075
632	0.2993137782
633	0.2992752068
634	0.2992477126
635	0.299230473
636	0.2992059005
637	0.2991684165
638	0.2991353377
639	0.2990914737
640	0.2990562117
641	0.2990241556
642	0.2990012769
643	0.298961867
644	0.2989375646
645	0.2989049412
646	0.2988700517
647	0.2988322626
648	0.2987993441
649	0.2987576286
650	0.2987188387
651	0.2986815682
652	0.2986629215
653	0.2986356185
654	0.2986124416
655	0.2985790855
656	0.2985574074
657	0.2985283678
658	0.2984923961
659	0.2984582001
660	0.2984273489
661	0.2983826016
662	0.2983606775
663	0.2983234447
664	0.2982789369
665	0.2982360354
666	0.2981915072
667	0.2981652886
668	0.2981413008
669	0.298113674
670	0.298072082
671	0.2980422944
672	0.2980177878
673	0.2979810605
674	0.2979487907
675	0.2979133142
676	0.2978832026
677	0.29785684
678	0.297828548
679	0.2977895398
680	0.2977599066
681	0.2977229622
682	0.2976883187
683	0.2976496746
684	0.2976162189
685	0.2975976702
686	0.2975554665
687	0.297534943
688	0.2974963623
689	0.2974703946
690	0.2974453642
691	0.2974093364
692	0.2973805463
693	0.2973486446
694	0.2973215026
695	0.2972787134
696	0.297247242
697	0.2972251334
698	0.2972074673
699	0.2971862282
700	0.2971628647
701	0.2971274424
702	0.2971085375
703	0.2970758128
704	0.2970531423
705	0.2970143824
706	0.2969676137
707	0.2969298478
708	0.296899958
709	0.2968835833
710	0.2968582268
711	0.2968207102
712	0.2967816947
713	0.2967425547
714	0.2967150323
715	0.2966805115
716	0.2966591337
717	0.2966135117
718	0.2965730427
719	0.2965466237
720	0.2965201119
721	0.2964890627
722	0.2964425866
723	0.2964131083
724	0.2963792642
725	0.2963497007
726	0.2963002614
727	0.296274244
728	0.2962545615
729	0.296221403
730	0.2962081102
731	0.2961810311
732	0.2961520639
733	0.2961113687
734	0.2960835394
735	0.2960609668
736	0.296030074
737	0.2959974171
738	0.2959700089
739	0.2959403423
740	0.2959127785
741	0.2958861076
742	0.2958446388
743	0.2958078777
744	0.2957748974
745	0.2957449708
746	0.2957079077
747	0.2956860829
748	0.2956510689
749	0.2956110881
750	0.2955777445
751	0.2955403406
752	0.2955170506
753	0.2954760016
754	0.2954477424
755	0.2954141523
756	0.2953712201
757	0.2953564923
758	0.295320651
759	0.2952970983
760	0.2952728029
761	0.2952465845
762	0.2952154343
763	0.2951940458
764	0.2951662334
765	0.2951244149
766	0.2950840428
767	0.2950513779
768	0.2950289022
769	0.2950034049
770	0.2949750822
771	0.2949405712
772	0.29492775
773	0.2948975742
774	0.2948855835
775	0.2948536358
776	0.2948223532
777	0.2947915879
778	0.2947475742
779	0.2947218973
780	0.2946891664
781	0.2946679646
782	0.2946331581
783	0.2946083664
784	0.2945815813
785	0.2945592771
786	0.2945351517
787	0.29451652
788	0.2944986377
789	0.2944704916
790	0.2944410268
791	0.2944007965
792	0.2943634376
793	0.294328176
794	0.2943042849
795	0.2942758692
796	0.2942458651
797	0.29420937
798	0.2941849725
799	0.2941612928
800	0.2941298791
801	0.2940943655
802	0.2940651515
803	0.2940463487
804	0.2940207819
805	0.2939893796
806	0.2939518805
807	0.2939220512
808	0.2938834188
809	0.2938570083
810	0.2938304067
811	0.2938003866
812	0.2937587521
813	0.2937384052
814	0.2936872334
815	0.2936684077
816	0.2936454704
817	0.2936300339
818	0.2935978248
819	0.2935494719
820	0.2935281002
821	0.293506102
822	0.2934783333
823	0.2934662143
824	0.2934261036
825	0.2933933937
826	0.2933603372
827	0.2933271401
828	0.2932964746
829	0.2932811884
830	0.2932510704
831	0.2932201364
832	0.2931818635
833	0.2931528767
834	0.2931242106
835	0.2930971691
836	0.2930703234
837	0.2930448677
838	0.2930305467
839	0.2930011826
840	0.2929764386
841	0.2929355115
842	0.2929093757
843	0.2928712242
844	0.2928593925
845	0.2928330058
846	0.2928094709
847	0.292769077
848	0.2927213807
849	0.2926982841
850	0.2926686714
851	0.2926471093
852	0.2926209448
853	0.2925937543
854	0.2925679002
855	0.2925323478
856	0.2925012806
857	0.2924644877
858	0.29242069
859	0.292374598
860	0.2923430306
861	0.292303789
862	0.2922727028
863	0.2922372041
864	0.2922120722
865	0.2921693679
866	0.2921518446
867	0.2921229447
868	0.2920935414
869	0.2920655563
870	0.2920430287
871	0.2920038258
872	0.2919847993
873	0.2919608411
874	0.2919350834
875	0.2919081412
876	0.2918787128
877	0.291853452
878	0.2918300276
879	0.2918209416
880	0.2918033328
881	0.2917808644
882	0.2917552489
883	0.2917183557
884	0.2916849
885	0.2916501671
886	0.2916186105
887	0.2915983399
888	0.2915657245
889	0.2915370142
890	0.2915101623
891	0.2914878116
892	0.2914611723
893	0.2914274754
894	0.2913936096
895	0.2913612256
896	0.2913230416
897	0.2913023414
898	0.2912658574
899	0.2912280871
900	0.2911912503
901	0.29116727
902	0.2911456041
903	0.2911252125
904	0.2911021183
905	0.2910846578
906	0.2910484972
907	0.2910239272
908	0.290998458
909	0.2909604826
910	0.2909266816
911	0.2908976899
912	0.290860192
913	0.2908410493
914	0.2908159326
915	0.2907905367
916	0.2907641191
917	0.2907440403
918	0.2907287891
919	0.2907005848
920	0.2906801749
921	0.2906522871
922	0.2906233611
923	0.2905879703
924	0.2905551652
925	0.2905246117
926	0.2904959412
927	0.2904571592
928	0.2904413307
929	0.29041376
930	0.2903899685
931	0.2903635916
932	0.2903416589
933	0.2903102895
934	0.2902851901
935	0.290259515
936	0.2902262341
937	0.2901922048
938	0.2901623681
939	0.2901598029
940	0.2901303758
941	0.290095534
942	0.2900755904
943	0.2900497848
944	0.2900292464
945	0.2899837033
946	0.289939761
947	0.2899041918
948	0.2898865543
949	0.2898584082
950	0.2898376976
951	0.2898074156
952	0.2897806827
953	0.2897572074
954	0.2897165608
955	0.2896794121
956	0.2896535292
957	0.2896133948
958	0.2895994126
959	0.2895609117
960	0.2895357501
961	0.2895142969
962	0.2894958389
963	0.2894566702
964	0.2894277579
965	0.2893826764
966	0.289351117
967	0.2893321193
968	0.2893082225
969	0.2892809954
970	0.289268604
971	0.2892619041
972	0.2892184878
973	0.2891872594
974	0.2891553606
975	0.2891179058
976	0.2890830901
977	0.2890543495
978	0.2890289793
979	0.2890002433
980	0.2889572211
981	0.288928384
982	0.2888909247
983	0.2888645392
984	0.2888394616
985	0.2888085518
986	0.2887790205
987	0.2887455889
988	0.2887078403
989	0.2886834304
990	0.2886367376
991	0.2886203527
992	0.2885862135
993	0.2885633028
994	0.2885398971
995	0.2885057848
996	0.2884650166
997	0.2884378828
998	0.2884117995
999	0.288379845
1000	0.2883465051
1001	0.2883160598
1002	0.2882916996
1003	0.2882600521
1004	0.2882271752
1005	0.2881920334
1006	0.2881875141
1007	0.2881542695
1008	0.2881273424
1009	0.288098566
1010	0.2880759343
1011	0.2880399732
1012	0.2880212915
1013	0.2879965038
1014	0.2879716603
1015	0.2879362233
1016	0.2879019435
1017	0.2878822525
1018	0.2878543258
1019	0.2878347097
1020	0.2877914769
1021	0.2877847086
1022	0.2877435487
1023	0.2877038562
1024	0.2876809741
1025	0.2876524746
1026	0.2876226745
1027	0.287589145
1028	0.2875478999
1029	0.2875217442
1030	0.2874959215
1031	0.2874831859
1032	0.2874459112
1033	0.2874000652
1034	0.2873603625
1035	0.287316108
1036	0.2873064638
1037	0.2872719488
1038	0.2872498098
1039	0.2872165239
1040	0.2871873337
1041	0.2871639762
1042	0.2871286485
1043	0.2870956326
1044	0.2870540733
1045	0.2870100535
1046	0.2869872724
1047	0.2869550028
1048	0.2869314317
1049	0.2868923837
1050	0.2868621721
1051	0.286825
1052	0.2867989719
1053	0.2867700006
1054	0.2867350333
1055	0.2867140894
1056	0.2866807278
1057	0.2866585895
1058	0.2866199832
1059	0.2865834901
1060	0.2865638696
1061	0.2865245351
1062	0.2864859569
1063	0.286459036
1064	0.2864242419
1065	0.2863980881
1066	0.2863808886
1067	0.286342849
1068	0.2863008949
1069	0.286274316
1070	0.2862317322
1071	0.286208485
1072	0.286172516
1073	0.286154114
1074	0.2861185526
1075	0.2860798022
1076	0.2860502229
1077	0.2860167017
1078	0.2859693159
1079	0.2859465107
1080	0.2859036966
1081	0.2858804817
1082	0.2858542265
1083	0.2858345126
1084	0.2858003858
1085	0.2857724934
1086	0.2857511833
1087	0.2857251985
1088	0.2856757906
1089	0.2856615734
1090	0.2856518577
1091	0.2856181264
1092	0.2855893422
1093	0.2855518449
1094	0.2855084601
1095	0.285483046
1096	0.2854579147
1097	0.2854308762
1098	0.2853989901
1099	0.285369927
1100	0.2853310969
1101	0.2852868983
1102	0.285260988
1103	0.2852438842
1104	0.2852161521
1105	0.2851804096
1106	0.2851735982
1107	0.2851420822
1108	0.2851061059
1109	0.2850791651
1110	0.285033878
1111	0.2850067097
1112	0.2849767962
1113	0.2849471734
1114	0.284924047
1115	0.2848804143
1116	0.2848487154
1117	0.2848217151
1118	0.2847959764
1119	0.2847717776
1120	0.2847495515
1121	0.2847086354
1122	0.2846718944
1123	0.2846429067
1124	0.2846110505
1125	0.2845616535
1126	0.2845333831
1127	0.2845055496
1128	0.2844707581
1129	0.2844539439
1130	0.2844414191
1131	0.2844160142
1132	0.2843844898
1133	0.2843571031
1134	0.2843275657
1135	0.2842910311
1136	0.2842457136
1137	0.2842034472
1138	0.2841888651
1139	0.2841633944
1140	0.2841087293
1141	0.2840745303
1142	0.2840449958
1143	0.2840015778
1144	0.2839594136
1145	0.2839357561
1146	0.283906671
1147	0.2838819996
1148	0.2838598075
1149	0.2838197805
1150	0.2837783576
1151	0.2837500006
1152	0.283717535
1153	0.2836918276
1154	0.2836532658
1155	0.2836195462
1156	0.2835866152
1157	0.2835800646
1158	0.2835372306
1159	0.283506964
1160	0.2834774175
1161	0.2834559891
1162	0.2834267516
1163	0.283398749
1164	0.2833896532
1165	0.2833407193
1166	0.2833066988
1167	0.2832638088
1168	0.2832338583
1169	0.2831901185
1170	0.2831756747
1171	0.2831517162
1172	0.2831158086
1173	0.2830914349
1174	0.2830745684
1175	0.2830468135
1176	0.2830304508
1177	0.2829937421
1178	0.2829536466
1179	0.2829253593
1180	0.2828948403
1181	0.2828657735
1182	0.28283297
1183	0.2828094644
1184	0.2827785074
1185	0.2827312718
1186	0.282693432
1187	0.2826749863
1188	0.2826365341
1189	0.2825892804
1190	0.2825602463
1191	0.2825258721
1192	0.2824932879
1193	0.2824602917
1194	0.2824414967
1195	0.2824174923
1196	0.2823819977
1197	0.2823509782
1198	0.2823226485
1199	0.2823135478
1200	0.2822840271
1201	0.2822489512
1202	0.2822269638
1203	0.282200588
1204	0.2821688446
1205	0.2821529426
1206	0.2821122207
1207	0.2820814193
1208	0.282047048
1209	0.2820140398
1210	0.2819971871
1211	0.2819657584
1212	0.2819543629
1213	0.281914823
1214	0.2818920189
1215	0.2818690877
1216	0.2818376663
1217	0.2818111127
1218	0.2817725828
1219	0.2817681537
1220	0.2817288495
1221	0.2817009854
1222	0.2816611607
1223	0.2816179534
1224	0.2815838888
1225	0.2815583744
1226	0.2815292404
1227	0.2814982514
1228	0.2814637097
1229	0.2814444815
1230	0.2814139372
1231	0.2813766099
1232	0.2813496848
1233	0.2813230539
1234	0.2812899384
1235	0.2812621612
1236	0.2812344333
1237	0.2812239039
1238	0.2811785223
1239	0.2811640233
1240	0.2811490501
1241	0.2811205251
1242	0.2810934245
1243	0.2810623922
1244	0.2810607969
1245	0.2810150781
1246	0.2809661454
1247	0.2809610973
1248	0.2809362744
1249	0.2808944959
1250	0.2808716058
1251	0.2808367033
1252	0.2807994771
1253	0.2807779743
1254	0.2807434564
1255	0.2807069757
1256	0.2806742244
1257	0.2806334393
1258	0.2806138041
1259	0.2805837756
1260	0.2805465093
1261	0.2805015443
1262	0.280468222
1263	0.2804355802
1264	0.2804043064
1265	0.2803982842
1266	0.2803646868
1267	0.2803384044
1268	0.2803004715
1269	0.2802670792
1270	0.2802452764
1271	0.2802261001
1272	0.2802106247
1273	0.2801677389
1274	0.280135237
1275	0.2801065511
1276	0.2800711677
1277	0.2800287569
1278	0.2800076751
1279	0.2799685167
1280	0.2799382936
1281	0.2799000685
1282	0.2798672753
1283	0.2798292591
1284	0.2797896287
1285	0.2797520406
1286	0.2797123815
1287	0.2796753087
1288	0.2796390917
1289	0.2796094517
1290	0.2795711492
1291	0.2795249636
1292	0.2794915514
1293	0.2794676974
1294	0.2794344076
1295	0.2794195596
1296	0.2793858057
1297	0.2793799822
1298	0.2793459807
1299	0.279336328
1300	0.2793001521
1301	0.2792970771
1302	0.2792843953
1303	0.2792514119
1304	0.2792257864
1305	0.2791862408
1306	0.2791712538
1307	0.2791368819
1308	0.2791110299
1309	0.27907985
1310	0.279077806
1311	0.2790362389
1312	0.2790041951
1313	0.2789740584
1314	0.2789373321
1315	0.2789353054
1316	0.2789245586
1317	0.2789011679
1318	0.2788713643
1319	0.2788405976
1320	0.2788073421
1321	0.2787880539
1322	0.2787824727
1323	0.2787345299
1324	0.2787003352
1325	0.2786641669
1326	0.2786261125
1327	0.2786232842
1328	0.2785921108
1329	0.2785552341
1330	0.2785169756
1331	0.2784878794
1332	0.2784589334
1333	0.2784136968
1334	0.2783795948
1335	0.2783480566
1336	0.2783160727
1337	0.2783118394
1338	0.2782854839
1339	0.2782806908
1340	0.2782499147
1341	0.278200491
1342	0.2781691746
1343	0.2781373387
1344	0.2780915033
1345	0.2780696715
1346	0.2780303888
1347	0.278000786
1348	0.277953888
1349	0.277918739
1350	0.2778898145
1351	0.2778385224
1352	0.2777984868
1353	0.2777741085
1354	0.2777238724
1355	0.2776906988
1356	0.2776587388
1357	0.277629323
1358	0.2775972795
1359	0.2775442789
1360	0.2775232056
1361	0.2775200371
1362	0.2774831659
1363	0.2774462033
1364	0.2774028829
1365	0.2773933302
1366	0.2773458004
1367	0.27733806
1368	0.2773000642
1369	0.2772646929
1370	0.2772149299
1371	0.277171268
1372	0.2771409473
1373	0.2771017279
1374	0.2770560845
1375	0.2770188618
1376	0.2769838392
1377	0.2769469521
1378	0.2769072965
1379	0.276870839
1380	0.2768691335
1381	0.2768421234
1382	0.2768021519
1383	0.2767682141
1384	0.2767210779
1385	0.2767140777
1386	0.2766816859
1387	0.2766327106
1388	0.2765810987
1389	0.2765300793
1390	0.2764995265
1391	0.2764664677
1392	0.27645443
1393	0.2764268343
1394	0.2764061943
1395	0.2763699062
1396	0.2763357939
1397	0.276304576
1398	0.2762507712
1399	0.2762132759
1400	0.2761858387
1401	0.2761578587
1402	0.2761159728
1403	0.2760897434
1404	0.276063808
1405	0.2760255269
1406	0.2760035578
1407	0.2759730748
1408	0.2759462692
1409	0.2759053814
1410	0.275882168
1411	0.2758469586
1412	0.2758207875
1413	0.2757987179
1414	0.2757726413
1415	0.2757355063
1416	0.2757039955
1417	0.2756801905
1418	0.2756751636
1419	0.2756380113
1420	0.2756117249
1421	0.2755871251
1422	0.2755453264
1423	0.2755111537
1424	0.2754876819
1425	0.2754476822
1426	0.2754101023
1427	0.2753762267
1428	0.2753416653
1429	0.2753093861
1430	0.2752839684
1431	0.2752357436
1432	0.2751996066
1433	0.2751632838
1434	0.2751547528
1435	0.2751228477
1436	0.2750763199
1437	0.2750405241
1438	0.2750000013
1439	0.2749626448
1440	0.2749394245
1441	0.2749182413
1442	0.2748933715
1443	0.2748522203
1444	0.2748118125
1445	0.2747614038
1446	0.274719564
1447	0.2747182821
1448	0.2746903597
1449	0.2746632553
1450	0.2746569333
1451	0.2746325834
1452	0.2745937359
1453	0.2745776955
1454	0.2745510311
1455	0.2745037777
1456	0.2744942777
1457	0.2744626379
1458	0.2744269262
1459	0.2743939478
1460	0.2743874945
1461	0.2743587366
1462	0.2743326029
1463	0.2743012512
1464	0.2742636121
1465	0.2742538445
1466	0.274216035
1467	0.2741885242
1468	0.2741836635
1469	0.2741379421
1470	0.2740957903
1471	0.2740657312
1472	0.274035541
1473	0.2740010952
1474	0.273973237
1475	0.2739634924
1476	0.2739388
1477	0.2739368578
1478	0.2739050908
1479	0.273862383
1480	0.2738356645
1481	0.2737931666
1482	0.2737676614
1483	0.2737580989
1484	0.273735373
1485	0.273694665
1486	0.273664664
1487	0.2736351157
1488	0.2736144354
1489	0.2735928379
1490	0.2735691922
1491	0.2735480808
1492	0.2735336722
1493	0.2735000431
1494	0.2734730835
1495	0.2734272265
1496	0.2734212921
1497	0.2734007505
1498	0.2733770989
1499	0.273337361
1500	0.2732980734
1501	0.2732575121
1502	0.2732191854
1503	0.2732077816
1504	0.2731477098
1505	0.2731009494
1506	0.2730574691
1507	0.2730215711
1508	0.2730043152
1509	0.2729698156
1510	0.2729519099
1511	0.2729140488
1512	0.2728859539
