iter	Passed	Remaining
1643	40722	11493
1644	40747	11468
1645	40771	11443
1646	40794	11418
1647	40819	11393
1648	40841	11368
1649	40863	11342
1650	40887	11317
1651	40910	11292
1652	40938	11268
1653	41008	11256
1654	41043	11234
1655	41069	11209
1656	41094	11185
1657	41116	11159
1658	41144	11135
1659	41168	11110
1660	41192	11085
1661	41214	11060
1662	41239	11035
1663	41264	11010
1664	41293	10986
1665	41320	10962
1666	41345	10937
1667	41371	10913
1668	41393	10887
1669	41416	10862
1670	41439	10837
1671	41462	10812
1672	41487	10787
1673	41510	10761
1674	41535	10737
1675	41558	10711
1676	41581	10686
1677	41605	10661
1678	41628	10636
1679	41655	10612
1680	41677	10586
1681	41701	10561
1682	41725	10536
1683	41750	10511
1684	41777	10487
1685	41801	10462
1686	41828	10438
1687	41850	10413
1688	41872	10387
1689	41895	10362
1690	41918	10337
1691	41942	10311
1692	41965	10286
1693	41990	10262
1694	42013	10236
1695	42035	10211
1696	42058	10186
1697	42081	10161
1698	42107	10136
1699	42131	10111
1700	42156	10086
1701	42180	10061
1702	42205	10037
1703	42231	10012
1704	42256	9987
1705	42276	9962
1706	42299	9936
1707	42323	9911
1708	42346	9886
1709	42370	9861
1710	42393	9836
1711	42417	9811
1712	42441	9786
1713	42463	9761
1714	42486	9735
1715	42508	9710
1716	42533	9685
1717	42558	9661
1718	42584	9636
1719	42609	9611
1720	42636	9587
1721	42661	9562
1722	42683	9537
1723	42704	9511
1724	42729	9487
1725	42753	9462
1726	42778	9437
1727	42800	9412
1728	42822	9386
1729	42846	9361
1730	42868	9336
1731	42890	9311
1732	42915	9286
1733	42938	9261
1734	42963	9236
1735	42986	9211
1736	43010	9186
1737	43035	9161
1738	43062	9137
1739	43085	9112
1740	43106	9086
1741	43128	9061
1742	43152	9036
1743	43175	9011
1744	43199	8986
1745	43222	8961
1746	43246	8936
1747	43269	8911
1748	43292	8886
1749	43314	8860
1750	43337	8835
1751	43362	8811
1752	43387	8786
1753	43412	8761
1754	43436	8736
1755	43464	8712
1756	43492	8688
1757	43513	8663
1758	43534	8637
1759	43559	8612
1760	43582	8587
1761	43606	8562
1762	43629	8537
1763	43652	8512
1764	43674	8487
1765	43698	8462
1766	43721	8437
1767	43744	8412
1768	43768	8387
1769	43793	8362
1770	43818	8338
1771	43843	8313
1772	43868	8288
1773	43895	8264
1774	43919	8239
1775	43940	8214
1776	43962	8188
1777	43984	8163
1778	44009	8138
1779	44032	8113
1780	44057	8089
1781	44078	8063
1782	44103	8039
1783	44126	8013
1784	44149	7988
1785	44173	7964
1786	44196	7938
1787	44221	7914
1788	44247	7889
1789	44272	7865
1790	44296	7840
1791	44321	7815
1792	44341	7790
1793	44364	7764
1794	44388	7740
1795	44411	7715
1796	44436	7690
1797	44460	7665
1798	44482	7640
1799	44506	7615
1800	44528	7590
1801	44553	7565
1802	44576	7540
1803	44600	7515
1804	44624	7490
1805	44650	7466
1806	44675	7441
1807	44700	7417
1808	44726	7392
1809	44751	7367
1810	44775	7343
1811	44797	7317
1812	44819	7292
1813	44842	7267
1814	44866	7242
1815	44889	7217
1816	44912	7192
1817	44935	7167
1818	44958	7142
1819	44980	7117
1820	45004	7093
1821	45034	7069
1822	45062	7044
1823	45093	7021
1824	45128	6997
1825	45155	6973
1826	45181	6949
1827	45206	6924
1828	45230	6899
1829	45255	6874
1830	45279	6850
1831	45301	6824
1832	45321	6799
1833	45342	6774
1834	45367	6749
1835	45391	6724
1836	45414	6699
1837	45437	6674
1838	45463	6650
1839	45488	6625
1840	45512	6600
1841	45537	6575
1842	45564	6551
1843	45591	6527
1844	45620	6503
1845	45647	6478
1846	45670	6453
1847	45696	6429
1848	45731	6405
1849	45753	6380
1850	45780	6356
1851	45810	6332
1852	45833	6307
1853	45856	6282
1854	45883	6257
1855	45907	6233
1856	45932	6208
1857	45956	6183
1858	45979	6158
1859	46005	6134
1860	46030	6109
1861	46057	6084
1862	46093	6061
1863	46132	6038
1864	46170	6015
1865	46198	5991
1866	46224	5966
1867	46248	5942
1868	46273	5917
1869	46300	5892
1870	46325	5868
1871	46349	5843
1872	46373	5818
1873	46396	5793
1874	46420	5768
1875	46445	5743
1876	46469	5718
1877	46497	5694
1878	46523	5670
1879	46549	5645
1880	46573	5620
1881	46597	5595
1882	46619	5570
1883	46642	5545
1884	46666	5520
1885	46690	5495
1886	46714	5471
1887	46738	5446
1888	46762	5421
1889	46785	5396
1890	46809	5371
1891	46832	5346
1892	46857	5321
1893	46880	5296
1894	46905	5272
1895	46929	5247
1896	46953	5222
1897	46978	5197
1898	47007	5173
1899	47031	5148
1900	47052	5123
1901	47073	5098
1902	47097	5073
1903	47121	5048
1904	47146	5023
1905	47169	4999
1906	47193	4974
1907	47216	4949
1908	47240	4924
1909	47262	4899
1910	47286	4874
1911	47309	4849
1912	47332	4824
1913	47358	4800
1914	47381	4775
1915	47406	4750
1916	47428	4725
1917	47450	4700
1918	47472	4675
1919	47494	4650
1920	47519	4625
1921	47543	4600
1922	47567	4576
1923	47590	4551
1924	47612	4526
1925	47635	4501
1926	47657	4476
1927	47682	4451
1928	47707	4426
1929	47732	4402
1930	47755	4377
1931	47780	4352
1932	47804	4327
1933	47827	4303
1934	47853	4278
1935	47874	4253
1936	47897	4228
1937	47919	4203
1938	47941	4178
1939	47967	4153
1940	47990	4129
1941	48015	4104
1942	48039	4079
1943	48062	4054
1944	48086	4029
1945	48110	4005
1946	48135	3980
1947	48159	3955
1948	48186	3931
1949	48210	3906
1950	48234	3881
1951	48257	3856
1952	48279	3831
1953	48301	3806
1954	48325	3781
1955	48348	3757
1956	48373	3732
1957	48396	3707
1958	48419	3682
1959	48442	3657
1960	48464	3632
1961	48487	3608
1962	48512	3583
1963	48536	3558
1964	48561	3533
1965	48585	3509
1966	48610	3484
1967	48634	3459
1968	48658	3435
1969	48681	3410
1970	48701	3385
1971	48723	3360
1972	48745	3335
1973	48767	3310
1974	48790	3285
1975	48813	3260
1976	48836	3236
1977	48860	3211
1978	48883	3186
1979	48903	3161
1980	48926	3136
1981	48951	3111
1982	48976	3087
1983	49000	3062
1984	49026	3037
1985	49047	3013
1986	49070	2988
1987	49095	2963
1988	49119	2938
1989	49145	2914
1990	49169	2889
1991	49192	2864
1992	49212	2839
1993	49234	2814
1994	49258	2790
1995	49281	2765
1996	49303	2740
1997	49327	2715
1998	49351	2690
1999	49376	2666
2000	49398	2641
2001	49421	2616
2002	49447	2592
2003	49472	2567
2004	49496	2542
2005	49521	2518
2006	49546	2493
2007	49571	2468
2008	49597	2444
2009	49625	2419
2010	49648	2394
2011	49673	2370
2012	49695	2345
2013	49719	2320
2014	49742	2295
2015	49765	2271
2016	49790	2246
2017	49813	2221
2018	49837	2196
2019	49860	2172
2020	49886	2147
2021	49914	2122
2022	49941	2098
2023	49967	2073
2024	49996	2049
2025	50021	2024
2026	50045	1999
2027	50066	1975
2028	50090	1950
2029	50114	1925
2030	50139	1900
2031	50163	1876
2032	50187	1851
2033	50210	1826
2034	50234	1802
2035	50256	1777
2036	50279	1752
2037	50303	1727
2038	50327	1703
2039	50351	1678
2040	50376	1653
2041	50404	1629
2042	50430	1604
2043	50455	1579
2044	50478	1555
2045	50500	1530
2046	50523	1505
2047	50546	1480
2048	50570	1456
2049	50591	1431
2050	50616	1406
2051	50642	1382
2052	50671	1357
2053	50732	1333
2054	50767	1309
2055	50794	1284
2056	50823	1260
2057	50848	1235
2058	50872	1210
2059	50898	1185
2060	50943	1161
2061	50968	1137
2062	50991	1112
2063	51015	1087
2064	51037	1062
2065	51058	1037
2066	51081	1013
2067	51104	988
2068	51127	963
2069	51153	939
2070	51177	914
2071	51204	889
2072	51236	865
2073	51273	840
2074	51300	815
2075	51335	791
2076	51373	766
2077	51407	742
2078	51437	717
2079	51469	692
2080	51500	668
2081	51526	643
2082	51550	618
2083	51574	593
2084	51599	569
2085	51624	544
2086	51651	519
2087	51675	494
2088	51700	470
2089	51725	445
2090	51750	420
2091	51774	395
2092	51799	371
2093	51824	346
2094	51847	321
2095	51868	296
2096	51892	272
2097	51915	247
2098	51938	222
2099	51961	197
2100	51985	173
2101	52009	148
2102	52034	123
2103	52057	98
2104	52081	74
2105	52104	49
2106	52129	24
2107	52153	0
